Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-10-19,72.8886223887295,73.22689683311343,72.68189832061069,73.2081069946289,15092800,0.0,0
2017-10-20,73.59336848842611,74.20414226266563,73.49940494676434,74.05379486083984,22866400,0.0,0
2017-10-23,74.22294157040206,74.55181759264505,74.00682611391078,74.07260131835938,20627200,0.0,0
2017-10-24,74.13836352102219,74.42025413252637,73.72491535473267,74.10077667236328,17517200,0.0,0
2017-10-25,73.83770349999564,74.32631837728057,73.30210325208516,73.88468170166016,20410800,0.0,0
2017-10-26,74.4202540461678,74.62697812907267,73.997414544923,74.0068130493164,32120700,0.0,0
2017-10-27,79.27824574177028,80.99779920037327,78.5641099807306,78.75203704833984,71066700,0.0,0
2017-10-30,78.64867374303394,79.24065761748352,78.09428388425009,78.82720947265625,31756700,0.0,0
2017-10-31,79.26885940119304,79.26885940119304,78.09429712600817,78.16007232666016,27086600,0.0,0
2017-11-01,78.6298972367341,78.70507094289614,77.8781745130321,78.16007232666016,22307400,0.0,0
2017-11-02,78.31980284433328,79.36281460859644,78.10368742302957,78.9775619506836,23992900,0.0,0
2017-11-03,79.00574947103924,79.43798747809565,78.36678738039969,79.06212615966797,17633500,0.0,0
2017-11-06,79.11850582470565,79.5883306981753,79.00575244320646,79.3722152709961,19860900,0.0,0
2017-11-07,79.65409759060867,79.77625663311053,78.86479532655619,79.18427276611328,17939700,0.0,0
2017-11-08,79.06214349392503,79.50378010223386,78.77085431353409,79.45679473876953,18034200,0.0,0
2017-11-09,79.03395662025454,79.18429688202171,77.89698105897996,79.0151596069336,21178400,0.0,0
2017-11-10,78.73325982604145,79.02454897820182,78.20705821724614,78.80843353271484,19397800,0.0,0
2017-11-13,78.61108963035025,78.8741903735034,78.42315540741403,78.86479187011719,14196900,0.0,0
2017-11-14,78.46075173633395,79.02454013537819,77.9721370355512,78.9775619506836,18801300,0.0,0
2017-11-15,78.82646243508931,79.03422471741605,78.08985594681229,78.36372375488281,19383100,0.42,0
2017-11-16,78.47705198036005,78.77924973181055,78.32595670711615,78.57148742675781,20962800,0.0,0
2017-11-17,78.49591789565652,78.49591789565652,77.66486894538603,77.81597137451172,22079000,0.0,0
2017-11-20,77.81599349525483,77.99541867464627,77.67433672892085,77.93875885009766,16315000,0.0,0
2017-11-21,78.13706885469094,79.17587304530709,78.13706885469094,79.06255340576172,21237500,0.0,0
2017-11-22,79.16644269882822,79.23254823035863,78.42039044014929,78.48649597167969,20553100,0.0,0
2017-11-24,78.39204351905842,78.78867662218558,78.17483555974916,78.62813568115234,7425600,0.0,0
2017-11-27,78.67536456166377,79.30809715063957,78.66592606097988,79.20421600341797,18265200,0.0,0
2017-11-28,79.39307605132076,80.3279990437582,79.34585473449648,80.15801239013672,21926000,0.0,0
2017-11-29,79.99748513444875,80.1958017301271,78.55260193381888,78.70369720458984,27381100,0.0,0
2017-11-30,78.86424623325328,79.818053602955,78.70369804982153,79.4875259399414,33054600,0.0,0
2017-12-01,78.9492229567351,80.09190823473841,78.59036543962247,79.572509765625,29532100,0.0,0
2017-12-04,79.7236000789043,79.73304578283783,76.21054753158184,76.56941223144531,39094900,0.0,0
2017-12-05,76.8149484686695,78.08040630404038,76.47498235696197,77.05104064941406,26152300,0.0,0
2017-12-06,77.01327332365639,78.51481615592174,76.89994648151948,78.17484283447266,26162100,0.0,0
2017-12-07,77.94819940902642,78.19373730746196,77.43823940687352,77.9009780883789,23184500,0.0,0
2017-12-08,78.9775668204652,79.874721579214,78.69426047951514,79.47808837890625,24489100,0.0,0
2017-12-11,79.60083184106377,80.62075167981166,79.44029090486107,80.48854064941406,22857900,0.0,0
2017-12-12,80.56409294969214,81.26293098791392,80.346892179539,80.81907653808594,23924100,0.0,0
2017-12-13,80.9701785592534,81.21571646362585,80.43188863368134,80.60187530517578,22062700,0.0,0
2017-12-14,80.67740738597647,81.09293186320166,79.82747423027058,79.97857666015625,19306000,0.0,0
2017-12-15,80.51688961440074,82.24507912223856,80.15802484269385,82.0184326171875,53936700,0.0,0
2017-12-18,82.27340776190186,82.63226529166802,81.43292015418926,81.57456970214844,22283800,0.0,0
2017-12-19,81.5462520623688,81.5462520623688,80.52633193383052,81.05518341064453,23524800,0.0,0
2017-12-20,81.4045840686277,81.49902670840994,79.99747663640666,80.76241302490234,23674900,0.0,0
2017-12-21,81.26294366021543,81.31015778045587,80.6491024573885,80.74353790283203,17990700,0.0,0
2017-12-22,80.64908670328826,80.86628746488383,80.19578656675985,80.75296783447266,14145800,0.0,0
2017-12-26,80.56409669286212,80.77185897306967,80.2996745925841,80.64909362792969,9891200,0.0,0
2017-12-27,80.88518130857676,81.19682471151302,80.47910247580081,80.94184112548828,14678000,0.0,0
2017-12-28,81.121288261365,81.14961817498086,80.79076059424195,80.95130157470703,10594300,0.0,0
2017-12-29,80.86628549710744,81.26292580877853,80.7435201654956,80.78129577636719,18717400,0.0,0
2018-01-02,81.33847420442096,81.50846086001378,80.74352451232679,81.16848754882812,22483800,0.0,0
2018-01-03,81.27238916019827,81.69735950873519,81.18739941346884,81.54625701904297,26061400,0.0,0
2018-01-04,81.77287842692606,82.78335980514241,81.75399422399764,82.26395416259766,21912000,0.0,0
2018-01-05,82.7833754413151,83.49165206676798,82.56616743932608,83.28388977050781,23407100,0.0,0
2018-01-08,83.29330712068104,83.65217179762693,82.72668740519245,83.36885833740234,22113000,0.0,0
2018-01-09,83.7182812564269,83.79383247670873,82.97222916730601,83.31220245361328,19484300,0.0,0
2018-01-10,82.97223148277713,83.28387487141585,82.54726846551425,82.93445587158203,18652200,0.0,0
2018-01-11,83.22721441917423,83.22721441917423,82.38672681740782,83.18000030517578,17808900,0.0,0
2018-01-12,83.73717712417073,84.78542703548626,83.52941484193349,84.61544036865234,24271500,0.0,0
2018-01-16,85.08763548548485,85.73925232469415,83.11390796521732,83.43498992919922,36599700,0.0,0
2018-01-17,84.12436064082966,85.25760013304786,83.81271725873331,85.1253890991211,25621200,0.0,0
2018-01-18,84.80433249994734,85.62592885500287,84.67212142660591,85.08763885498047,24159700,0.0,0
2018-01-19,85.12540563969459,85.5692601419623,84.6721126367131,84.99319458007812,36875000,0.0,0
2018-01-22,84.99319925386669,86.5230794342229,84.74766132752151,86.51363372802734,23601600,0.0,0
2018-01-23,86.78750610351562,87.16525511648877,86.44753271233611,86.78750610351562,23412800,0.0,0
2018-01-24,87.40132929734662,88.23237119027591,86.4852904716959,86.7119369506836,33277500,0.0,0
2018-01-25,87.32578405359662,88.05294485912019,86.81582403720671,87.19357299804688,26383200,0.0,0
2018-01-26,87.93962972516653,88.82733154296875,87.42966968261844,88.82733154296875,29172200,0.0,0
2018-01-29,89.84725292924973,90.14000497080012,88.5062508747744,88.69512176513672,31569900,0.0,0
2018-01-30,88.10959319730927,88.44956646945656,86.97634655516472,87.58074188232422,38635100,0.0,0
2018-01-31,88.53456546861112,90.09277526185096,88.30791899840067,89.72447204589844,48756300,0.0,0
2018-02-01,89.51670379907924,90.72549449939383,88.37401861503307,89.01618957519531,47227900,0.0,0
