Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-10-19,37.19150042480634,37.26979875488517,36.7810306523299,37.00880432128906,170336800,0.0,0.0
2017-10-20,37.158284380655736,37.428767883300786,37.004062696490436,37.07286834716797,95896400,0.0,0.0
2017-10-23,37.22472614424009,37.41453999236358,36.89492598602976,37.05389404296875,87937200,0.0,0.0
2017-10-24,37.082351189097906,37.35046328654443,37.060998089406596,37.274539947509766,71028800,0.0,0.0
2017-10-25,37.22946156739289,37.3813118772774,36.84034492203901,37.1108283996582,84828400,0.0,0.0
2017-10-26,37.30538511696014,37.44774636718217,37.19861598949211,37.34809494018555,68002000,0.0,0.0
2017-10-27,37.794159225815136,38.81678034171201,37.65417293366412,38.686283111572266,177816800,0.0,0.0
2017-10-30,38.88557704802641,39.87735214843783,38.84524220806568,39.55704116821289,178803200,0.0,0.0
2017-10-31,39.83701849099192,40.25223460113793,39.60924482370567,40.10750198364258,144187200,0.0,0.0
2017-11-01,40.30443431153347,40.32104469406956,39.293680948941,39.597381591796875,134551200,0.0,0.0
2017-11-02,39.52857754473182,39.97938218650977,39.21538420761648,39.88684844970703,165573600,0.0,0.0
2017-11-03,41.2843434209409,41.34603136638787,40.601015198894814,40.928443908691406,237594400,0.0,0.0
2017-11-06,40.89760413062004,41.519244498492405,40.74338243416026,41.343666076660156,140105200,0.0,0.0
2017-11-07,41.26298991064751,41.58092593621458,41.18943792477422,41.47652816772461,97446000,0.0,0.0
2017-11-08,41.44093755539874,41.815818786621094,41.362639233017156,41.815818786621094,97638000,0.0,0.0
2017-11-09,41.54771540560863,41.78261042209313,41.08030035346319,41.730411529541016,117930400,0.0,0.0
2017-11-10,41.69705819801023,41.7613514069833,41.497038918328556,41.59228515625,100582000,0.1575,0.0
2017-11-13,41.313693241330945,41.55181251073343,41.289879861026016,41.42560958862305,67928400,0.0,0.0
2017-11-14,41.204148877506256,41.30892191729822,40.76124697601087,40.799346923828125,99130000,0.0,0.0
2017-11-15,40.47313742542835,40.556480633203776,40.094528613124965,40.26121139526367,116632400,0.0,0.0
2017-11-16,40.76125673324044,40.92555961829776,40.55171423690826,40.742210388183594,94550000,0.0,0.0
2017-11-17,40.72792487931167,40.811268090553725,40.394559301168066,40.51599884033203,87598000,0.0,0.0
2017-11-20,40.54932603070445,40.61361924642679,40.37549999321518,40.47550964355469,65049600,0.0,0.0
2017-11-21,40.66601226535223,41.36132015973038,40.66601226535223,41.22797393798828,100525200,0.0,0.0
2017-11-22,41.280361733970324,41.67087723818021,41.20654533278006,41.661354064941406,102355600,0.0,0.0
2017-11-24,41.69468729036212,41.78993354878949,41.587530707866506,41.66373062133789,56106800,0.0,0.0
2017-11-27,41.68278543405185,41.68992872259179,41.27559982021419,41.45418930053711,82867200,0.0,0.0
2017-11-28,41.50418171141231,41.63990778050843,40.9231702201254,41.21129608154297,105715200,0.0,0.0
2017-11-29,41.106534709520396,41.175587705782775,39.80402188625662,40.3564567565918,166665600,0.0,0.0
2017-11-30,40.582666684219205,40.98985224708352,40.108811647798916,40.920799255371094,166108800,0.0,0.0
2017-12-01,40.468375839439744,40.87794134160864,40.123103568058795,40.730308532714844,159037200,0.0,0.0
2017-12-04,41.07080939956285,41.10414595099336,40.39217168113917,40.43265151977539,130169600,0.0,0.0
2017-12-05,40.25644071940388,40.84221568613902,40.099281138888166,40.39455032348633,109400800,0.0,0.0
2017-12-06,39.88498611758017,40.52790755518105,39.6373436233725,40.244544982910156,114240000,0.0,0.0
2017-12-07,40.24929513080742,40.585044133597506,40.2207219844972,40.31835174560547,102693200,0.0,0.0
2017-12-08,40.59696113431225,40.718400670388526,40.19930233570447,40.330265045166016,93420800,0.0,0.0
2017-12-11,40.28978410291569,41.16844488533265,40.19215431966667,41.116058349609375,141095200,0.0,0.0
2017-12-12,40.99223520099319,41.04938513984958,40.827935939428755,40.88508224487305,77636800,0.0,0.0
2017-12-13,41.07557559034913,41.32321804158394,40.95651595095682,41.020809173583984,95273600,0.0,0.0
2017-12-14,41.051759411943905,41.2255890896689,40.873169965024054,41.0088996887207,81906000,0.0,0.0
2017-12-15,41.34464990904501,41.473232715821204,41.066050799853514,41.42560958862305,160677200,0.0,0.0
2017-12-18,41.642311939477956,42.194746926831,41.63754853525402,42.00901412963867,117684400,0.0,0.0
2017-12-19,41.67802009511896,41.76374318702966,41.454187375495906,41.56134033203125,109745600,0.0,0.0
2017-12-20,41.63990595408275,41.770872248982606,41.25415398856943,41.51608657836914,93902400,0.0,0.0
2017-12-21,41.47323658745854,41.91375873034173,41.45657012641859,41.673255920410156,83799600,0.0,0.0
2017-12-22,41.5946761181623,41.77088570199798,41.551816389706396,41.673255920410156,65397600,0.0,0.0
2017-12-26,40.67077517751094,40.83031466469855,40.40407910383453,40.61600875854492,132742000,0.0,0.0
2017-12-27,40.50409403753998,40.66601341611966,40.411227656669354,40.62315368652344,85992800,0.0,0.0
2017-12-28,40.71839966628312,40.92080252149791,40.594576614854816,40.737449645996094,65920800,0.0,0.0
2017-12-29,40.604104339638305,40.62077080138149,40.29454852077332,40.29692840576172,103999600,0.0,0.0
2018-01-02,40.518376690531184,41.02795179349993,40.30406716306603,41.01842498779297,102223600,0.0,0.0
2018-01-03,41.08272420879611,41.56372623170959,40.94699809165166,41.011287689208984,118071600,0.0,0.0
2018-01-04,41.085094853637074,41.30654765121016,40.9755620305286,41.20177459716797,89738400,0.0,0.0
2018-01-05,41.2994138207433,41.75898234626278,41.2065474349257,41.67087936401367,94640000,0.0,0.0
2018-01-08,41.51608657836913,41.81611548116718,41.41607331069225,41.51608657836914,82271200,0.0,0.0
2018-01-09,41.56371617700912,41.685155687541105,41.292260374975925,41.511329650878906,86336000,0.0,0.0
2018-01-10,41.232743427810696,41.50419931454628,41.19464346357103,41.50181579589844,95839600,0.0,0.0
2018-01-11,41.57324593680663,41.78755547768746,41.549436187872324,41.737548828125,74670800,0.0,0.0
2018-01-12,41.951851545317574,42.23283417530604,41.82564862198575,42.168540954589844,101672400,0.0,0.0
2018-01-16,42.36140929350301,42.7162082519685,41.94232075940347,41.954227447509766,118263600,0.0,0.0
2018-01-17,41.944712378535286,42.68288364671074,41.68754673722972,42.64716720581055,137547200,0.0,0.0
2018-01-18,42.71145022177149,42.88527989648119,42.44475781502237,42.68525695800781,124773600,0.0,0.0
2018-01-19,42.53049030805216,42.76146633053094,42.244747861366626,42.494773864746094,129700400,0.0,0.0
2018-01-22,42.21855795515884,42.33285421625603,42.051875150764474,42.14712142944336,108434400,0.0,0.0
2018-01-23,42.21855244224908,42.72812759680719,42.104256196076726,42.156639099121094,130756400,0.0,0.0
2018-01-24,42.20663900956429,42.218545699295845,41.24225527589334,41.485137939453125,204420400,0.0,0.0
2018-01-25,41.55418708910354,41.65896013560743,40.60647353525599,40.74458312988281,166116000,0.0,0.0
2018-01-26,40.95651587502187,40.95651587502187,40.49456389369027,40.83983612060547,156572000,0.0,0.0
2018-01-29,40.51837227162011,40.51837227162011,39.78258466441477,39.994510650634766,202561600,0.0,0.0
2018-01-30,39.415885263977664,39.85402387978914,39.218245819870845,39.7587776184082,184192800,0.0,0.0
2018-01-31,39.73496660843482,40.1088156551674,39.64686362972733,39.86831283569336,129915600,0.0,0.0
2018-02-01,39.80639962064945,40.15167185013239,39.70876984378386,39.95165252685547,188923200,0.0,0.0
2018-02-02,39.527799469659634,39.718295615472876,38.12289720693403,38.218143463134766,346375200,0.0,0.0
2018-02-05,37.884778042625214,39.0229878845523,37.14660683799269,37.26328659057617,290954000,0.0,0.0
2018-02-06,36.86800610416803,38.98488621711439,36.67036667891513,38.82058334350586,272975200,0.0,0.0
2018-02-07,38.834867987176786,38.90868437404698,37.87763120894787,37.98954391479492,206434400,0.0,0.0
2018-02-08,38.16813529693427,38.33720157338135,36.91562927405571,36.9442024230957,217562000,0.0,0.0
2018-02-09,37.55388800590744,37.749940013005876,35.92090200041165,37.396087646484375,282690400,0.1575,0.0
2018-02-12,37.89577303145358,39.18446825864469,37.659072567927794,38.90234375,243278000,0.0,0.0
2018-02-13,38.72064325459062,39.390096303815,38.648915490704866,39.29206848144531,130196800,0.0,0.0
2018-02-14,38.98125684149642,40.057162527280404,38.9430051897649,40.016517639160156,162579600,0.0,0.0
2018-02-15,40.595111456811715,41.384109613305945,40.40623185984601,41.36020278930664,204588800,0.0,0.0
2018-02-16,41.209568691106114,41.797731926756526,41.06850641141415,41.22630310058594,160704400,0.0,0.0
2018-02-20,41.13545614965384,41.66384327536711,40.984828205618264,41.08763885498047,135722000,0.0,0.0
2018-02-21,41.321943205690424,41.63036783532972,40.88679746427671,40.901145935058594,149886400,0.0,0.0
2018-02-22,41.07568345209617,41.58972575213807,41.05416621681458,41.243045806884766,123967600,0.0,0.0
2018-02-23,41.522780350667155,41.99617776275146,41.49169746789839,41.9603157043457,135249600,0.0,0.0
2018-02-26,42.163540249711616,42.89037254255245,42.13006778191418,42.789955139160156,152648800,0.0,0.0
2018-02-27,42.821042672134375,43.1509845624951,42.59629737183493,42.65128707885742,155712400,0.0,0.0
2018-02-28,42.85929738669462,43.18446012456875,42.57000035892653,42.586734771728516,151128400,0.0,0.0
2018-03-01,42.68715202724428,42.983625114461674,41.28130448362391,41.84077453613281,195208000,0.0,0.0
2018-03-02,41.31477158500407,42.15158696691238,41.23108858752302,42.130069732666016,153816000,0.0,0.0
2018-03-05,41.89098559147396,42.49588336185675,41.726012808964825,42.27592086791992,113605600,0.0,0.0
2018-03-06,42.53653201608829,42.61782179639487,42.110951815393335,42.24005889892578,95154000,0.0,0.0
2018-03-07,41.826421304878,42.04399416431086,41.666231380922845,41.847938537597656,126814000,0.0,0.0
2018-03-08,41.9555304196737,42.34763804422297,41.85750624970548,42.304603576660156,95096400,0.0,0.0
2018-03-09,42.548481297201754,43.03622355898419,42.41219817144988,43.03144073486328,128740800,0.0,0.0
2018-03-12,43.1055555954227,43.60764630049114,43.0864315964983,43.44745635986328,128828400,0.0,0.0
2018-03-13,43.65546773296699,43.873040635671806,42.854517953894415,43.029052734375,126774000,0.0,0.0
2018-03-14,43.11272908606614,43.16054637697886,42.51261059320139,42.663238525390625,117473600,0.0,0.0
